弹幕内容,发送位置,发送时间,弹幕类型,弹幕字体大小,发送者id
1.4亿播放啦,0分5秒,2023--03--27 23:18:25,普通弹幕,25,29a2e3e2
so,0分6秒,2023--03--27 23:03:46,普通弹幕,25,13169e0c
最早的男团,0分30秒,2023--03--27 22:00:25,普通弹幕,25,65558427
镇站之宝,0分17秒,2023--03--27 21:55:45,普通弹幕,18,d0aa419e
巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》,0分6秒,2023--03--27 21:23:34,顶部弹幕,25,5d71469f
巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》巜恭迎舞王》,0分3秒,2023--03--27 21:23:18,普通弹幕,25,5d71469f
上周我们班天天跳这个……被洗脑了,0分58秒,2023--03--27 21:15:55,普通弹幕,25,a34a99a0
籽岷挖矿,1分20秒,2023--03--27 19:28:23,普通弹幕,25,ec26acd0
梦最开始的地方,0分8秒,2023--03--27 15:07:42,普通弹幕,25,5fbb3296
恐龙妈妈提笔忘字,0分18秒,2023--03--27 06:17:15,普通弹幕,25,82e8f342
每日一遍。,0分10秒,2023--03--27 06:16:43,普通弹幕,25,82e8f342
模糊的画质，代表我们逝去的青春,0分41秒,2023--03--26 23:35:47,普通弹幕,25,17d1945
秦  王  扫  六  合,0分57秒,2023--03--26 22:40:49,顶部弹幕,25,871db8df
1.4亿！,1分27秒,2023--03--26 22:35:14,普通弹幕,25,4febee89
张大仙,1分8秒,2023--03--26 22:13:49,普通弹幕,25,67c2b644
你的下一句话是：仙人指路,0分37秒,2023--03--26 21:31:08,普通弹幕,25,d0f0c78e
1。4亿,0分41秒,2023--03--26 20:18:21,普通弹幕,25,f2a64a00
谁说内娱没有齐舞,0分25秒,2023--03--26 19:43:19,普通弹幕,25,d41000d9
头 尾 不 分,0分53秒,2023--03--26 18:35:09,顶部弹幕,25,d96205e1
模糊的画质，清晰的回忆,0分58秒,2023--03--26 18:17:06,普通弹幕,25,1deb64ed
6,0分11秒,2023--03--26 17:57:51,普通弹幕,25,81dc43ac
梦开始的地方,0分6秒,2023--03--26 17:06:18,普通弹幕,25,8688680e
梦开始的地方,0分9秒,2023--03--26 16:36:08,普通弹幕,25,c8d8d70e
道格扫六合,0分58秒,2023--03--26 13:52:10,顶部弹幕,25,e45d7bc2
道格扫六合,0分58秒,2023--03--26 13:52:00,顶部弹幕,25,e45d7bc2
道格扫六合,0分51秒,2023--03--26 13:51:31,顶部弹幕,25,e45d7bc2
道格扫六合,0分51秒,2023--03--26 13:51:19,顶部弹幕,25,e45d7bc2
秃头敲门,1分21秒,2023--03--26 13:50:26,顶部弹幕,25,e45d7bc2
秃头敲门,1分21秒,2023--03--26 13:50:16,顶部弹幕,25,e45d7bc2
秃头敲门,1分21秒,2023--03--26 13:50:04,顶部弹幕,25,e45d7bc2
镇站之宝,0分41秒,2023--03--26 13:45:29,普通弹幕,25,f7b183c7
00:01,0分5秒,2023--03--26 13:40:52,普通弹幕,25,a771ad5b
 物 业 敲 门 ,1分25秒,2023--03--26 12:09:18,顶部弹幕,25,2a8c5e68
《每日一遍》,0分5秒,2023--03--26 12:07:10,普通弹幕,25,82e8f342
请选择您的英雄,0分1秒,2023--03--26 12:00:10,顶部弹幕,25,4a1cf8d6
欢迎回来,0分0秒,2023--03--26 11:55:51,普通弹幕,25,b785c259
牛奶  咖喱  土豆  豌豆  梨  西瓜  咸蛋,0分29秒,2023--03--26 11:27:51,普通弹幕,25,b5e684ff
那19个人举手！,0分17秒,2023--03--26 08:52:42,普通弹幕,25,f1f93922
3月26日,1分23秒,2023--03--26 08:52:18,普通弹幕,25,f1f93922
现在2023年,1分8秒,2023--03--26 08:52:03,普通弹幕,25,f1f93922
萌新进站到此一游,0分17秒,2023--03--26 06:22:17,普通弹幕,25,4a412f46
萌新进站到此一游（dan,0分14秒,2023--03--26 06:21:57,普通弹幕,25,4a412f46
一亿和影,0分2秒,2023--03--26 01:24:22,普通弹幕,25,979ee041
《720p》,0分6秒,2023--03--26 00:02:29,顶部弹幕,25,a09463a3
宴请八方,0分57秒,2023--03--25 23:51:10,普通弹幕,25,ca59501
电摇（幻视,0分14秒,2023--03--25 23:19:18,普通弹幕,25,a03ab6ac
zhdj,1分23秒,2023--03--25 21:06:47,顶部弹幕,25,e45d7bc2
截图选老婆...,0分8秒,2023--03--25 21:05:55,顶部弹幕,25,26f267f1
子航dajizo,1分18秒,2023--03--25 21:05:51,普通弹幕,25,e45d7bc2
大鹏展翅,1分11秒,2023--03--25 16:55:44,普通弹幕,25,ef37db5b
仙人指路,0分53秒,2023--03--25 16:53:51,普通弹幕,25,ef37db5b
张国荣 (幻视,1分8秒,2023--03--25 16:32:06,顶部弹幕,25,43131ca3
[前方高能],0分12秒,2023--03--25 16:19:39,顶部弹幕,25,43131ca3
恐怖的播放量,0分0秒,2023--03--25 14:50:56,顶部弹幕,25,3c1bb3d8
恐龙妈妈提笔握草,0分17秒,2023--03--25 13:39:06,普通弹幕,25,6ccbd410
牛奶，咖喱，土豆，豌豆，梨，西瓜，咸蛋,0分31秒,2023--03--25 12:30:07,顶部弹幕,25,8763b348
黄  磊  老  师  未  公  开  出  道  早  期  作  品,0分29秒,2023--03--25 12:25:16,顶部弹幕,25,8763b348
这次一定,0分15秒,2023--03--25 12:24:52,普通弹幕,25,8763b348
秦王扫六合,0分51秒,2023--03--25 12:20:31,顶部弹幕,25,e3365174
秦王扫六合,0分51秒,2023--03--25 12:20:22,顶部弹幕,25,e3365174
秦王扫六合,0分51秒,2023--03--25 12:19:59,顶部弹幕,25,e3365174
秦王扫六合,0分51秒,2023--03--25 12:19:53,顶部弹幕,25,e3365174
《全站排行第三》,0分23秒,2023--03--25 09:01:46,普通弹幕,25,c9610bfb
仙人指路,0分41秒,2023--03--25 07:41:54,普通弹幕,25,98cfa5f1
德华~~~,0分35秒,2023--03--24 23:49:31,普通弹幕,25,99398664
1.4万播放量（警撅）,0分15秒,2023--03--24 22:23:10,普通弹幕,25,8276e4d5
众       神         归          位,0分14秒,2023--03--24 22:17:33,普通弹幕,25,e65d62d5
梦开始的地方,0分3秒,2023--03--24 22:17:09,普通弹幕,25,e65d62d5
1.4亿播放量就离谱,0分2秒,2023--03--24 21:06:34,普通弹幕,25,fb612d91
mc石头,1分27秒,2023--03--24 21:01:50,普通弹幕,25,c7f9efb4
鲤鱼打挺,1分18秒,2023--03--24 12:49:01,普通弹幕,25,d66aec79
666,0分6秒,2023--03--24 02:03:25,普通弹幕,25,b8adc46f
永远有人系列,0分9秒,2023--03--24 00:07:00,普通弹幕,25,53a2406f
狗 熊 蹭 树,0分46秒,2023--03--23 23:07:56,普通弹幕,25,2aa8857f
仙人指路,0分39秒,2023--03--23 23:07:39,普通弹幕,25,2aa8857f
选择你的英雄,0分6秒,2023--03--23 23:06:59,普通弹幕,25,2aa8857f
物业敲门,1分20秒,2023--03--23 23:06:37,普通弹幕,25,2aa8857f
您的iPhone已解锁,1分13秒,2023--03--23 23:06:21,普通弹幕,25,2aa8857f
宴 请 八 方,1分2秒,2023--03--23 23:05:46,普通弹幕,25,2aa8857f
恐龙妈妈提笔忘字,0分14秒,2023--03--23 17:19:56,顶部弹幕,25,eae327b
66666666,0分18秒,2023--03--23 17:14:07,普通弹幕,25,45a154eb
决 赛 圈 非 法 组 队 的 你 和 敌 人,0分47秒,2023--03--23 00:11:35,顶部弹幕,25,107e5f4d
鲤鱼划水,1分18秒,2023--03--22 23:53:26,顶部弹幕,25,a0246f17
哈哈啊哈,1分0秒,2023--03--22 22:21:28,普通弹幕,25,f93c4829
《加减乘除舞》,0分25秒,2023--03--22 18:50:56,普通弹幕,25,678f99a0
百里守约甩狙,0分51秒,2023--03--22 14:06:53,普通弹幕,25,85cb3278
镇站之宝！！,0分16秒,2023--03--22 00:12:02,普通弹幕,25,ad173bf9
黄磊也配被叫老师,1分1秒,2023--03--21 23:40:31,普通弹幕,25,667c3951
加油黄磊老师,1分8秒,2023--03--21 22:47:01,顶部弹幕,25,3043646b
为什么我的手机在震动^_^,0分11秒,2023--03--21 21:40:34,普通弹幕,25,2d6d12da
2023，已过去两年半,0分41秒,2023--03--21 20:20:54,普通弹幕,25,7bb726c9
看哭了,0分54秒,2023--03--21 19:13:21,普通弹幕,25,78bba4a1
欢迎收看本站最高播放视频,0分0秒,2023--03--21 18:34:57,顶部弹幕,25,d405f3a0
请选择你的英雄,0分1秒,2023--03--21 15:37:13,普通弹幕,25,7628d0ca
哈哈哈考古,0分2秒,2023--03--21 13:02:08,普通弹幕,25,b146f4e6
1        .4             亿        播        放          量,0分4秒,2023--03--21 07:57:30,普通弹幕,25,79c92059
圆桌骑士莫德雷德,0分5秒,2023--03--21 07:04:43,普通弹幕,25,afd0f335
这个播放量就tmd离谱,0分1秒,2023--03--20 21:36:03,普通弹幕,25,f6a46605
仙人指路,0分43秒,2023--03--20 21:03:10,普通弹幕,25,205b0e8b
物业敲门,1分21秒,2023--03--20 21:02:52,普通弹幕,25,15243e81
一睹芳容,1分12秒,2023--03--20 21:02:38,普通弹幕,25,15243e81
秦王扫六合,0分59秒,2023--03--20 21:02:09,普通弹幕,25,15243e81
一睹芳容2.0,1分13秒,2023--03--20 20:45:55,普通弹幕,25,f925c6c2
便宜点，便宜点，便宜点,0分35秒,2023--03--20 19:12:52,普通弹幕,25,6dcd06bc
物业敲门,1分20秒,2023--03--20 12:22:34,普通弹幕,25,b562fa43
哈哈哈,1分5秒,2023--03--20 12:21:55,普通弹幕,25,b562fa43
黄晓彤老师，笑死,0分48秒,2023--03--20 10:54:46,普通弹幕,25,9a59e463
秦王扫六合,0分51秒,2023--03--20 00:30:38,顶部弹幕,25,91781d09
我单推一个6。,0分44秒,2023--03--19 22:31:15,顶部弹幕,25,140234bd
好耶,0分8秒,2023--03--19 22:30:05,普通弹幕,25,cce5de7
恐龙妈妈提米丸子来他又不多,1分16秒,2023--03--19 21:04:05,普通弹幕,25,8a96f08f
秦王扫六合,0分53秒,2023--03--19 21:01:40,顶部弹幕,25,8a96f08f
仙    人    指    路,0分41秒,2023--03--19 21:01:13,普通弹幕,25,8a96f08f
你也要土豆，七毛钱一袋呦,0分37秒,2023--03--19 21:00:28,普通弹幕,25,8a96f08f
便宜的便宜的,0分22秒,2023--03--19 20:57:52,普通弹幕,25,8a96f08f
恐龙妈妈提米忘纸特又哭多,0分13秒,2023--03--19 20:57:31,顶部弹幕,25,8a96f08f
奥斯卡最佳短片,0分1秒,2023--03--19 20:56:14,普通弹幕,25,8a96f08f
[ohh],0分15秒,2023--03--19 17:33:36,普通弹幕,25,cadb4a5c
1,0分2秒,2023--03--19 17:16:34,普通弹幕,25,f831895c
恭喜100万播放量,0分5秒,2023--03--19 15:50:17,顶部弹幕,25,899997fd
江南七怪,0分23秒,2023--03--19 12:01:31,普通弹幕,25,b27e3fe0
老夫聊发少年狂,1分3秒,2023--03--19 08:38:27,普通弹幕,25,1e131ff1
横扫全场,0分55秒,2023--03--19 07:14:24,普通弹幕,18,3648f603
弄带机后仨爱红马工把一架吧唧吧,0分8秒,2023--03--18 22:43:59,普通弹幕,25,35a66c3
弄带机哦,0分4秒,2023--03--18 22:43:24,普通弹幕,25,35a66c3
斯给弄,0分2秒,2023--03--18 22:43:15,普通弹幕,25,35a66c3
贴脸杀,1分8秒,2023--03--18 21:22:38,普通弹幕,25,3648f603
无敌风火轮,1分2秒,2023--03--18 21:21:41,普通弹幕,25,3648f603
众神归位,0分31秒,2023--03--18 21:20:54,普通弹幕,25,3648f603
《众神归位》,0分0秒,2023--03--18 20:22:46,普通弹幕,25,d43356ff
众神归位,0分27秒,2023--03--18 19:49:32,普通弹幕,25,d2b7b5c5
我要爆炸了（多看了一眼）,0分24秒,2023--03--18 19:21:38,普通弹幕,25,201e0474
黄        金        体        验        镇        魂        曲,0分11秒,2023--03--18 19:19:39,普通弹幕,25,201e0474
秦王扫六合,0分54秒,2023--03--18 19:18:18,普通弹幕,18,c045f64c
万    恶     之   源,0分0秒,2023--03--18 18:12:54,普通弹幕,25,c6df5399
光翼展开接物业敲门,1分17秒,2023--03--18 17:58:31,顶部弹幕,25,66c544c
《仙 人 指 路》,0分38秒,2023--03--18 14:20:27,顶部弹幕,25,73a6cceb
《仙 人 指 路》,0分0秒,2023--03--18 14:19:23,普通弹幕,25,73a6cceb
6,0分15秒,2023--03--18 10:53:04,普通弹幕,25,c470587f
秦王绕柱走,0分30秒,2023--03--18 08:10:12,普通弹幕,25,fc80c698
入站必刷！,0分2秒,2023--03--17 20:54:59,顶部弹幕,25,9ed89d2c
镇站之宝,0分1秒,2023--03--17 20:43:02,普通弹幕,25,69b62419
说！你和关晓彤是什么关系,1分11秒,2023--03--17 15:27:48,普通弹幕,25,c8f8f204
战    术    踉    跄,0分58秒,2023--03--17 11:54:25,顶部弹幕,25,d8fe6fc1
宴   请   八   方,0分51秒,2023--03--17 11:53:55,顶部弹幕,25,d8fe6fc1
战    国    七    雄,0分3秒,2023--03--17 11:52:52,顶部弹幕,25,d8fe6fc1
战   术   踉   跄,0分58秒,2023--03--17 10:29:13,顶部弹幕,25,217ef517
1.4亿就离谱,0分22秒,2023--03--17 04:31:59,普通弹幕,25,220e5f1c
我以为我手机疯了，一直在震,0分7秒,2023--03--16 23:44:29,普通弹幕,25,746d65b3
秦王扫六合,0分53秒,2023--03--16 22:12:11,普通弹幕,25,c0bd411a
狗熊乘数,0分47秒,2023--03--16 22:11:54,普通弹幕,25,c0bd411a
白鹤亮翅,1分17秒,2023--03--16 20:50:43,普通弹幕,25,e83fe8bc
牛肉，咖喱，土豆，豌豆，梨，西瓜，咸蛋,0分27秒,2023--03--16 19:48:04,普通弹幕,25,b2af70fa
狗熊曾树,0分46秒,2023--03--16 19:41:00,普通弹幕,25,a46bcc6f
我音响要被震坏了,0分22秒,2023--03--16 14:01:30,普通弹幕,25,cea627ab
有人笑了,1分26秒,2023--03--16 11:21:30,普通弹幕,25,8f6a11ba
注：你很难在里面找到一个没有点赞的弹幕,0分1秒,2023--03--16 10:02:19,普通弹幕,25,5af37902
注：你很难在里面找到一个零点赞的弹幕,0分1秒,2023--03--16 10:01:31,顶部弹幕,25,5af37902
仙人指路yyds！,0分42秒,2023--03--16 09:59:55,普通弹幕,25,5af37902
关晓彤,1分7秒,2023--03--16 09:01:42,普通弹幕,25,61b5cf18
狒狒挠头,0分42秒,2023--03--16 09:00:51,普通弹幕,25,61b5cf18
仙人指路,0分38秒,2023--03--16 09:00:42,普通弹幕,25,61b5cf18
每日亿遍,0分25秒,2023--03--16 08:49:48,普通弹幕,25,18f1b2cf
画质越来越模糊，但记忆越来越清晰,0分6秒,2023--03--16 07:00:25,普通弹幕,25,c762055f
黄磊,0分23秒,2023--03--15 22:45:55,普通弹幕,25,81aa3041
1.4亿播放量 离谱,0分31秒,2023--03--15 22:43:26,普通弹幕,25,1d9f7668
画质封印了实力,0分16秒,2023--03--15 22:33:18,普通弹幕,25,808af5d
镇          站          之          宝,0分0秒,2023--03--15 21:29:54,顶部弹幕,25,8d4dda24
一睹芳容,1分10秒,2023--03--15 21:22:15,普通弹幕,25,c1a9e23b
秦  王  扫  六  合,0分58秒,2023--03--15 21:21:56,普通弹幕,25,c1a9e23b
梦开始的地方,0分3秒,2023--03--15 21:15:22,顶部弹幕,25,c720c680
您的面容ID已解锁,1分25秒,2023--03--15 21:09:06,普通弹幕,25,797e355
众神归位,0分9秒,2023--03--15 20:52:02,普通弹幕,25,754936f2
众神归位,0分9秒,2023--03--15 20:51:54,普通弹幕,25,754936f2
众神归位,0分9秒,2023--03--15 20:51:48,普通弹幕,25,754936f2
众神归位,0分9秒,2023--03--15 20:51:42,普通弹幕,25,754936f2
众神归位,0分9秒,2023--03--15 20:51:36,普通弹幕,25,754936f2
众神归位,0分9秒,2023--03--15 20:51:31,普通弹幕,25,754936f2
众神归位,0分9秒,2023--03--15 20:51:25,普通弹幕,25,754936f2
众神归位,0分9秒,2023--03--15 20:51:19,普通弹幕,25,754936f2
众神归位,0分9秒,2023--03--15 20:51:13,普通弹幕,25,754936f2
文艺复兴,0分1秒,2023--03--15 20:42:03,顶部弹幕,25,fb1245b1
文艺复兴,0分1秒,2023--03--15 20:41:51,顶部弹幕,25,fb1245b1
文艺复兴,0分1秒,2023--03--15 20:41:45,普通弹幕,25,fb1245b1
文艺复兴,0分1秒,2023--03--15 20:41:40,普通弹幕,25,fb1245b1
还得是经典,0分47秒,2023--03--15 19:54:58,普通弹幕,25,ca309242
牛奶咖喱土豆豌豆梨西瓜咸蛋,0分27秒,2023--03--15 18:10:50,普通弹幕,25,7cbb6db0
播放量1、 4亿 ,0分5秒,2023--03--15 13:13:22,普通弹幕,25,62820e93
呵呵哈哈哈,0分52秒,2023--03--15 12:13:57,普通弹幕,25,b9e1517
来来来,0分36秒,2023--03--15 12:13:41,普通弹幕,25,b9e1517
弹幕,0分26秒,2023--03--15 12:13:31,普通弹幕,25,b9e1517
勇闯无人,0分24秒,2023--03--15 01:00:34,顶部弹幕,25,4bb6710
仙 人 指 路 EX,0分42秒,2023--03--14 22:57:14,顶部弹幕,25,eb04179b
嘿嘿,0分36秒,2023--03--14 22:20:17,普通弹幕,25,a2ef6ef9
奥斯卡获奖短片（doge）,0分2秒,2023--03--14 21:17:39,顶部弹幕,25,6f42f84c
这播放量就离谱,0分0秒,2023--03--14 20:32:34,普通弹幕,25,2e562ed7
刘子含老公,0分25秒,2023--03--14 20:27:07,普通弹幕,25,e79278e9
OH,0分40秒,2023--03--14 20:01:09,普通弹幕,25,91116ed2
1.4亿,0分3秒,2023--03--14 19:41:50,普通弹幕,25,3945d077
一,0分29秒,2023--03--14 19:21:44,普通弹幕,25,62c559cc
1.4亿太恐怖了,0分8秒,2023--03--14 18:30:02,普通弹幕,25,ba564fdb
仙人指路,0分49秒,2023--03--13 22:41:13,普通弹幕,25,a1c1dc57
便 一点 便宜点 便宜点,0分22秒,2023--03--13 22:05:09,普通弹幕,25,df0cd24e
单刀赴会,0分51秒,2023--03--13 21:44:06,普通弹幕,25,73e7f003
播放量1.4亿,0分0秒,2023--03--13 21:22:28,普通弹幕,25,7cbb6db0
秦  王  扫  六  合,0分52秒,2023--03--13 20:56:40,顶部弹幕,25,c539756f
仙      人       指       路,0分40秒,2023--03--13 20:56:05,顶部弹幕,25,c539756f
秦王扫六合,1分7秒,2023--03--13 20:25:46,普通弹幕,25,d8f997e3
老夫撩发少年狂,1分2秒,2023--03--13 20:25:17,普通弹幕,25,d8f997e3
四年后还是这么多人看,0分10秒,2023--03--13 20:14:56,普通弹幕,25,ab611408
1亿播放量！！！！！,0分0秒,2023--03--13 19:45:33,顶部弹幕,25,13581d63
仙 人 指 路,0分44秒,2023--03--13 19:39:58,顶部弹幕,25,2ccee674
真·镇站之宝,0分1秒,2023--03--13 00:29:42,普通弹幕,25,6bf932eb
